                          RANK  COUNT  ZIPF FREQUENCY
erschrecktes              4781      1            4781
niedliche                 4782      1            4782
fäustchen                 4783      1            4783
wehgethan                 4784      1            4784
kinderstimme              4785      1            4785
vorwurfsvollem            4786      1            4786
bedauernd                 4787      1            4787
knüpfte                   4788      1            4788
fünfjähriges              4789      1            4789
zierliche                 4790      1            4790
schuhe                    4791      1            4791
rosa                      4792      1            4792
röckchen                  4793      1            4793
weißleinenes              4794      1            4794
schürzchen                4795      1            4795
mütterliche               4796      1            4796
sorgfalt                  4797      1            4797
deuteten                  4798      1            4798
bleich                    4799      1            4799
mager                     4800      1            4800
rundlichen                4801      1            4801
beinchen                  4802      1            4802
gelitten                  4803      1            4803
goldgelbe                 4804      1            4804
lockenhaar                4805      1            4805
hinterkopf                4806      1            4806
drauf                     4807      1            4807
heil                      4808      1            4808
schmerzende               4809      1            4809
zeigend                   4810      1            4810
mama                      4811      1            4811
fortgegangen              4812      1            4812
sagst                     4813      1            4813
tante                     4814      1            4814
'rüber                    4815      1            4815
›b'hüt                    4816      1            4816
trocken                   4817      1            4817
weilchen                  4818      1            4818
leg                       4819      1            4819
köpfchen                  4820      1            4820
klebt                     4821      1            4821
gaumen                    4822      1            4822
funkelt                   4823      1            4823
entzückt                  4824      1            4824
stückchen                 4825      1            4825
glimmerschiefer           4826      1            4826
emporhaltend              4827      1            4827
heimkommen                4828      1            4828
bring                     4829      1            4829
schöneres                 4830      1            4830
kriegen                   4831      1            4831
wart'                     4832      1            4832
weißt                     4833      1            4833
fortzogen                 4834      1            4834
glaubten                  4835      1            4835
kompaß                    4836      1            4836
woran                     4837      1            4837
tröpfchen                 4838      1            4838
konntest                  4839      1            4839
waschen                   4840      1            4840
trinken                   4841      1            4841
bender                    4842      1            4842
indianerpeter             4843      1            4843
gregor                    4844      1            4844
johanny                   4845      1            4845
hones                     4846      1            4846
verbarg                   4847      1            4847
schürze                   4848      1            4848
schluchzte                4849      1            4849
bitterlich                4850      1            4850
hoffte                    4851      1            4851
lud                       4852      1            4852
genützt                   4853      1            4853
weinen                    4854      1            4854
meinst                    4855      1            4855
aufschlagend              4856      1            4856
wird's                    4857      1            4857
himmelsthor               4858      1            4858
krug                      4859      1            4859
gebackenen                4860      1            4860
buchweizenkuchen          4861      1            4861
heiß                      4862      1            4862
knusperig                 4863      1            4863
zugewendet                4864      1            4864
punkte                    4865      1            4865
schwebten                 4866      1            4866
zunahmen                  4867      1            4867
erkannte                  4868      1            4868
vögel                     4869      1            4869
gefieder                  4870      1            4870
häuptern                  4871      1            4871
kreisten                  4872      1            4872
felsspitzen               4873      1            4873
niederließen              4874      1            4874
bussarde                  4875      1            4875
geier                     4876      1            4876
vorboten                  4877      1            4877
schön                     4878      1            4878
fliegen                   4879      1            4879
fröhlich                  4880      1            4880
sag                       4881      1            4881
mal                       4882      1            4882
missouri                  4883      1            4883
hübsch                    4884      1            4884
anders                    4885      1            4885
geschaffen                4886      1            4886
willst                    4887      1            4887
zitterte                  4888      1            4888
wenn's                    4889      1            4889
glaub'                    4890      1            4890
hört                      4891      1            4891
nachtgebet                4892      1            4892
betest                    4893      1            4893
aufschauend               4894      1            4894
ich's                     4895      1            4895
bete                      4896      1            4896
niederknieen              4897      1            4897
breitete                  4898      1            4898
knieten                   4899      1            4899
plaudernde                4900      1            4900
wetterharte               4901      1            4901
unschuldsblick            4902      1            4902
wolkenlosen               4903      1            4903
angesicht                 4904      1            4904
flehten                   4905      1            4905
gnade                     4906      1            4906
vergebung                 4907      1            4907
rauhen                    4908      1            4908
ihrigen                   4909      1            4909
schlummerte               4910      1            4910
kleine                   4911      1            4911
sanft                     4912      1            4912
beschützers               4913      1            4913
geschmiegt                4914      1            4914
nächten                   4915      1            4915
rast                      4916      1            4916
gegönnt                   4917      1            4917
wachen                    4918      1            4918
grauer                    4919      1            4919
blonden                   4920      1            4920
kindes                    4921      1            4921
traumlosem                4922      1            4922
schlummer                 4923      1            4923
wach                      4924      1            4924
seltsames                 4925      1            4925
schauspiel                4926      1            4926
äußersten                 4927      1            4927
alkaliwüste               4928      1            4928
höher                     4929      1            4929
breiter                   4930      1            4930
dichte                    4931      1            4931
undurchsichtige           4932      1            4932
wolke                     4933      1            4933
bewegende                 4934      1            4934
geglaubt                  4935      1            4935
büffelherden              4936      1            4936
grasen                    4937      1            4937
dürren                    4938      1            4938
einsame                   4939      1            4939
verschmachtenden          4940      1            4940
ruhten                    4941      1            4941
staubwirbel               4942      1            4942
leinenem                  4943      1            4943
verdeck                   4944      1            4944
bewaffneter               4945      1            4945
reiter                    4946      1            4946
tauchten                  4947      1            4947
welch                     4948      1            4948
zug!                      4949      1            4949
abzusehen                 4950      1            4950
erstreckte                4951      1            4951
linie                     4952      1            4952
karren                    4953      1            4953
reitern                   4954      1            4954
fußgängern                4955      1            4955
schwankten                4956      1            4956
lasten                    4957      1            4957
fuhrwerken                4958      1            4958
guckten                   4959      1            4959
leinwand                  4960      1            4960
trupp                     4961      1            4961
gewöhnlicher              4962      1            4962
auswanderer               4963      1            4963
nomadenvolk               4964      1            4964
not                       4965      1            4965
verfolgung                4966      1            4966
zwang                     4967      1            4967
heimat                    4968      1            4968
lautes                    4969      1            4969
stimmengewirr             4970      1            4970
menschenmenge             4971      1            4971
knarrten                  4972      1            4972
wieherten                 4973      1            4973
felsenabhang              4974      1            4974
kolonne                   4975      1            4975
ritten                    4976      1            4976
eisenharten               4977      1            4977
flinten                   4978      1            4978
bewaffnet                 4979      1            4979
stoffe                    4980      1            4980
gekleidet                 4981      1            4981
versammelten              4982      1            4982
quellen                   4983      1            4983
brüder                    4984      1            4984
glattem                   4985      1            4985
geschorenem               4986      1            4986
grauem                    4987      1            4987
haupthaar                 4988      1            4988
rio                       4989      1            4989
grande                    4990      1            4990
fürchtet                  4991      1            4991
mangel!                   4992      1            4992
einst                     4993      1            4993
felsen                    4994      1            4994
fließen                   4995      1            4995
amen                      4996      1            4996
amen!                     4997      1            4997
fortsetzen                4998      1            4998
ueberraschung             4999      1            4999
ausstieß                  5000      1            5000
felsklippe                5001      1            5001
scharfes                  5002      1            5002
flattern                  5003      1            5003
gestein                   5004      1            5004
abhob                     5005      1            5005
kommando                  5006      1            5006
faßten                    5007      1            5007
gewehre                   5008      1            5008
galoppierten              5009      1            5009
reiterscharen             5010      1            5010
vortrab                   5011      1            5011
verstärken                5012      1            5012
rothäute!                 5013      1            5013
ältere                    5014      1            5014
oberbefehl                5015      1            5015
vorbeigekommen            5016      1            5016
stämme                    5017      1            5017
jenseits                  5018      1            5018
hohen                     5019      1            5019
berge                     5020      1            5020
hinaufsteigen             5021      1            5021
bedeutet                  5022      1            5022
stimmen                   5023      1            5023
laßt                      5024      1            5024
kletterten                5025      1            5025
steile                    5026      1            5026
geübter                   5027      1            5027
kundschafter              5028      1            5028
abhoben                   5029      1            5029
aufwärts                  5030      1            5030
steigen                   5031      1            5031
seltsamer                 5032      1            5032
hoben                     5033      1            5033
platte                    5034      1            5034
kahlen                    5035      1            5035
krönte                    5036      1            5036
einziger                  5037      1            5037
felskegel                 5038      1            5038
langem                    5039      1            5039
verwittertem              5040      1            5040
regelmäßigen              5041      1            5041
atemzüge                  5042      1            5042
zeigten                   5043      1            5043
festem                    5044      1            5044
sehnigen                  5045      1            5045
geschlungen               5046      1            5046
lockenkopf                5047      1            5047
gebettet                  5048      1            5048
ruhte                     5049      1            5049
schlummerndes             5050      1            5050
rosigen                   5051      1            5051
friedliches               5052      1            5052
raubvögel                 5053      1            5053
felsenspitze              5054      1            5054
gesessen                  5055      1            5055
ankömmlinge               5056      1            5056
ansichtig                 5057      1            5057
heiseres                  5058      1            5058
geschrei                  5059      1            5059
schläfer                  5060      1            5060
verwirrt                  5061      1            5061
schlaftrunken             5062      1            5062
verödet                   5063      1            5063
wimmelte                  5064      1            5064
fieberwahn                5065      1            5065
legend                    5066      1            5066
verwunderten              5067      1            5067
rettern                   5068      1            5068
täuschung                 5069      1            5069
sinne                     5070      1            5070
hageren                   5071      1            5071
stützend                  5072      1            5072
griffen                   5073      1            5073
gerettete                 5074      1            5074
ueberlebenden             5075      1            5075
einundzwanzig             5076      1            5076
personen                  5077      1            5077
verschmachtet             5078      1            5078
führten                   5079      1            5079
entschlossener            5080      1            5080
gerettet                  5081      1            5081
mannhaften                5082      1            5082
sonnverbrannten           5083      1            5083
neugierig                 5084      1            5084
betrachtend               5085      1            5085
schwärme                  5086      1            5086
zehntausend               5087      1            5087
verfolgten                5088      1            5088
engels                    5089      1            5089
merona                    5090      1            5090
schöne                    5091      1            5091
auserwählt                5092      1            5092
scherze                   5093      1            5093
heilige                   5094      1            5094
streng                    5095      1            5095
volk                      5096      1            5096
geoffenbarten             5097      1            5097
schriften                 5098      1            5098
glaubt                    5099      1            5099
tafeln                    5100      1            5100
smith                     5101      1            5101
palmyra                   5102      1            5102
staate                    5103      1            5103
gegründet                 5104      1            5104
ausgezogen                5105      1            5105
gottlosen                 5106      1            5106
zufluchtsstätte           5107      1            5107
erwähnung                 5108      1            5108
erinnerung                5109      1            5109
wecken                    5110      1            5110
jawohl                   5111      1            5111
einstimmig                5112      1            5112
propheten                 5113      1            5113
pilger                    5114      1            5114
umdrängten                5115      1            5115
bleiche                   5116      1            5116
demütiger                 5117      1            5117
muntere                   5118      1            5118
kräftige                  5119      1            5119
jugend                    5120      1            5120
völlige                   5121      1            5121
erschöpfung               5122      1            5122
begleiters                5123      1            5123
mitleids                  5124      1            5124
geretteten                5125      1            5125
unverweilt                5126      1            5126
prächtige                 5127      1            5127
zierate                   5128      1            5128
auszeichnete              5129      1            5129
pferden                   5130      1            5130
bespannt                  5131      1            5131
höchstens                 5132      1            5132
dreißig                   5133      1            5133
gewaltigem                5134      1            5134
entschlossenem            5135      1            5135
einband                   5136      1            5136
herannahen                5137      1            5137
beiseite                  5138      1            5138
aufmerksames              5139      1            5139
ohr                       5140      1            5140
leihen                    5141      1            5141
feierlichem               5142      1            5142
müßt                      5143      1            5143
bekennen                  5144      1            5144
dulden                    5145      1            5145
wölfe                     5146      1            5146
räudige                   5147      1            5147
schafe                    5148      1            5148
ansteckung                5149      1            5149
traget                    5150      1            5150
wollt                     5151      1            5151
ziehe                     5152      1            5152
stellt                    5153      1            5153
unterdrücken              5154      1            5154
anführer                  5155      1            5155
bewahrte                  5156      1            5156
ernstes                   5157      1            5157
feierliches               5158      1            5158
nimm                      5159      1            5159
befahl                    5160      1            5160
speise                    5161      1            5161
trank                     5162      1            5162
kinde                     5163      1            5163
lehre                     5164      1            5164
unterweisen               5165      1            5165
gezögert                  5166      1            5166
chor                      5167      1            5167
pflanzte                  5168      1            5168
dumpfes                   5169      1            5169
gemurmel                  5170      1            5170
herüberklang              5171      1            5171
peitschen                 5172      1            5172
knallten                  5173      1            5173
setzten                   5174      1            5174
aelteste                  5175      1            5175
verirrten                 5176      1            5176
übernommen                5177      1            5177
mahlzeit                  5178      1            5178
dürft                     5179      1            5179
werdet                    5180      1            5180
euren                     5181      1            5181
vergeßt                   5182      1            5182
bekennern                 5183      1            5183
glaubens                  5184      1            5184
zählt                     5185      1            5185
smiths                    5186      1            5186
geredet                   5187      1            5187
drangsale                 5188      1            5188
schildern                 5189      1            5189
ausgewanderten            5190      1            5190
erdulden                  5191      1            5191
zufluchtshafen            5192      1            5192
ufern                     5193      1            5193
mississippi               5194      1            5194
zähigkeit                 5195      1            5195
dasteht                   5196      1            5196
feindliche                5197      1            5197
mühsal                    5198      1            5198
elemente                  5199      1            5199
legten                    5200      1            5200
siegreich                 5201      1            5201
gestritten               5202      1            5202
obwohl                    5203      1            5203
schrecknissen             5204      1            5204
mutigsten                 5205      1            5205
sonnenschein              5206      1            5206
ausgebreitet              5207      1            5207
führers                   5208      1            5208
vernahmen                 5209      1            5209
verheißung                5210      1            5210
jungfräuliche             5211      1            5211
ewige                     5212      1            5212
eigen                     5213      1            5213
freudig                   5214      1            5214
gesunken                  5215      1            5215
dankgebet                 5216      1            5216
rettung                   5217      1            5217
emporzusenden             5218      1            5218
verwaltung                5219      1            5219
ländereien                5220      1            5220
ebensoviel                5221      1            5221
geschick                  5222      1            5222
führung                   5223      1            5223
vermessungen              5224      1            5224
vornehmen                 5225      1            5225
entwerfen                 5226      1            5226
künftige                  5227      1            5227
verzeichnet               5228      1            5228
ringsumher                5229      1            5229
abgesteckt                5230      1            5230
rücksicht                 5231      1            5231
handelsmann               5232      1            5232
gewerbe                   5233      1            5233
zauberschlag              5234      1            5234
plätze                    5235      1            5235
wiesen                    5236      1            5236
entwässert                5237      1            5237
eingezäunt                5238      1            5238
bepflanzt                 5239      1            5239
weizen                    5240      1            5240
wogte                     5241      1            5241
wunderbaren               5242      1            5242
erstaunlicheren           5243      1            5243
annahm                    5244      1            5244
morgengrauen              5245      1            5245
sinkenden                 5246      1            5246
dämmerung                 5247      1            5247
hammer                    5248      1            5248
säge                      5249      1            5249
unermüdlich               5250      1            5250
denkmal                   5251      1            5251
errichten                 5252      1            5252
ehren                     5253      1            5253
schicksalsgefährtin       5254      1            5254
kindesstatt               5255      1            5255
angenommen                5256      1            5256
pilgerfahrt               5257      1            5257
allzugroßen               5258      1            5258
fährlichkeiten            5259      1            5259
ausgesetzt                5260      1            5260
mitmachen                 5261      1            5261
eigenwilliges             5262      1            5262
zwölfjähriges             5263      1            5263
bürschchen                5264      1            5264
leichtem                  5265      1            5265
kindersinn                5266      1            5266
kummer                    5267      1            5267
bereitet                  5268      1            5268
liebling                  5269      1            5269
gewöhnte                  5270      1            5270
beweglichen               5271      1            5271
leinwandzelt              5272      1            5272
erfahrener                5273      1            5273
unermüdlicher             5274      1            5274
achtung                   5275      1            5275
erwerben                  5276      1            5276
fruchtbares               5277      1            5277
zugewiesen                5278      1            5278
ansiedlern                5279      1            5279
erhielten                 5280      1            5280
hauptältesten             5281      1            5281
kemball                   5282      1            5282
johnston                  5283      1            5283
ansehnlichere             5284      1            5284
zugefallenen              5285      1            5285
landes                    5286      1            5286
baute                     5287      1            5287
festes                    5288      1            5288
laufe                     5289      1            5289
vergrößerte               5290      1            5290
landsitz                  5291      1            5291
handgriff                 5292      1            5292
besonnen                  5293      1            5293
unternahm                 5294      1            5294
eiserne                   5295      1            5295
thätig                    5296      1            5296
anbau                     5297      1            5297
bodens                    5298      1            5298
angestrengte              5299      1            5299
fleiß                     5300      1            5300
reichliche                5301      1            5301
mehrte                    5302      1            5302
zusehends                 5303      1            5303
nachbarn                  5304      1            5304
wohlhabend                5305      1            5305
reich                     5306      1            5306
salzsee                   5307      1            5307
vergleichen               5308      1            5308
binnensee                 5309      1            5309
wahsatchgebirge           5310      1            5310
kannte                    5311      1            5311
schätzte                  5312      1            5312
allgemein                 5313      1            5313
anforderungen             5314      1            5314
glaubensbrüder            5315      1            5315
genügte                   5316      1            5316
drängen                   5317      1            5317
ueberredungskunst         5318      1            5318
weiblichen                5319      1            5319
hausstand                 5320      1            5320
einzurichten              5321      1            5321
hartnäckige               5322      1            5322
weigerung                 5323      1            5323
gründe                   5324      1            5324
begnügte                  5325      1            5325
unerschütterlich          5326      1            5326
entschluß                 5327      1            5327
verharren                 5328      1            5328
beschuldigten             5329      1            5329
lauheit                   5330      1            5330
religionsgemeinschaft     5331      1            5331
beigetreten               5332      1            5332
meinten                   5333      1            5333
handle                    5334      1            5334
habgier                   5335      1            5335
wünsche                   5336      1            5336
sprachen                  5337      1            5337
liebesgeschichte          5338      1            5338
sagten                    5339      1            5339
blondes                   5340      1            5340
allemal                   5341      1            5341
unvermählt                5342      1            5342
unterwarf                 5343      1            5343
herrschenden              5344      1            5344
gebräuchen                5345      1            5345
strenggläubiges           5346      1            5346
mitglied                  5347      1            5347
half                      5348      1            5348
pflegevater               5349      1            5349
unternehmungen            5350      1            5350
bergluft                  5351      1            5351
balsamischen              5352      1            5352
fichtenwäldern            5353      1            5353
pflege                    5354      1            5354
besorgtesten              5355      1            5355
wärterin                  5356      1            5356
flohen                    5357      1            5357
schlanker                 5358      1            5358
kräftiger                 5359      1            5359
röteten                   5360      1            5360
gewann                    5361      1            5361
elastizität               5362      1            5362
unmerklich                5363      1            5363
knospe                    5364      1            5364
entfaltet                 5365      1            5365
besitztum                 5366      1            5366
vorbeiführte              5367      1            5367
anmutigen                 5368      1            5368
weizenfelder              5369      1            5369
vaters                    5370      1            5370
einhergeritten            5371      1            5371
regieren                  5372      1            5372
echtes                    5373      1            5373
reichsten                 5374      1            5374
jungfrau                  5375      1            5375
erblüht                   5376      1            5376
unversehens               5377      1            5377
kindheit                  5378      1            5378
überschritten             5379      1            5379
erwachen                  5380      1            5380
schöneren                 5381      1            5381
lebens                    5382      1            5382
empfand                   5383      1            5383
zukunft                   5384      1            5384
wichtigsten               5385      1            5385
schicksal                 5386      1            5386
entscheidenden            5387      1            5387
einfluß                   5388      1            5388
übte                      5389      1            5389
warmen                    5390      1            5390
junimorgen                5391      1            5391
›heiligen                 5392      1            5392
tages‹                    5393      1            5393
bienen                    5394      1            5394
vorbild                   5395      1            5395
erwählt                   5396      1            5396
ueberall                  5397      1            5397
werkstätten               5398      1            5398
gewirr                    5399      1            5399
gesumme                   5400      1            5400
menschlicher              5401      1            5401
thätigkeit                5402      1            5402
landstraßen               5403      1            5403
herrschte                 5404      1            5404
buntes                    5405      1            5405
schwerbeladener           5406      1            5406
maultiere                 5407      1            5407
einher                    5408      1            5408
zogen                     5409      1            5409
goldfieber                5410      1            5410
ausgebrochen              5411      1            5411
auserwählten‹             5412      1            5412
einwanderer               5413      1            5413
ermatteten                5414      1            5414
schleppten                5415      1            5415
herden                    5416      1            5416
schafen                   5417      1            5417
jungvieh                  5418      1            5418
gelegenen                 5419      1            5419
weideplätze               5420      1            5420
dichtes                   5421      1            5421
gedränge                  5422      1            5422
gewühl                    5423      1            5423
galoppierte               5424      1            5424
geschickte                5425      1            5425
bahnend                   5426      1            5426
gerötet                   5427      1            5427
kastanienbraunen          5428      1            5428
winde                     5429      1            5429
jagte                     5430      1            5430
jugendlichem              5431      1            5431
furchtlos                 5432      1            5432
wegemüden                 5433      1            5433
abenteurer                5434      1            5434
bewundernd                5435      1            5435
stoische                  5436      1            5436
erbeuteten                5437      1            5437
pelzwerk                  5438      1            5438
beladen                   5439      1            5439
heimkehrte                5440      1            5440
bleichgesichts            5441      1            5441
rinderherde               5442      1            5442
wildblickenden            5443      1            5443
treiber                   5444      1            5444
daherzog                  5445      1            5445
versperrte                5446      1            5446
sprengte                  5447      1            5447
lücke                     5448      1            5448
gehörnten                 5449      1            5449
nachdrängten              5450      1            5450
eingekeilt                5451      1            5451
unaufhaltsam              5452      1            5452
flutenden                 5453      1            5453
strome                    5454      1            5454
ohne                     5455      1            5455
erschrecken               5456      1            5456
benutzte                  5457      1            5457
vorteil                   5458      1            5458
trieb                     5459      1            5459
bahnen                    5460      1            5460
feuriger                  5461      1            5461
stier                     5462      1            5462
berührung                 5463      1            5463
hinterbeine               5464      1            5464
schnaubte                 5465      1            5465
anwenden                  5466      1            5466
sprunge                   5467      1            5467
spitzigen                 5468      1            5468
abwarf                    5469      1            5469
erbarmen                  5470      1            5470
hufen                     5471      1            5471
ungefügen                 5472      1            5472
erschreckten              5473      1            5473
stiere                    5474      1            5474
aufgewirbelte             5475      1            5475
drohte                    5476      1            5476
ersticken                 5477      1            5477
schwindel                 5478      1            5478
erlahmen                  5479      1            5479
versagt                   5480      1            5480
herzhafter                5481      1            5481
zuruf                     5482      1            5482
mut                       5483      1            5483
sehnige                   5484      1            5484
zaume                     5485      1            5485
bahn                      5486      1            5486
freien                    5487      1            5487
spielraum                 5488      1            5488
ungehindert               5489      1            5489
schaden                   5490      1            5490
fräulein                  5491      1            5491
ehrfurchtsvollem          5492      1            5492
beherzt                   5493      1            5493
unbefangen                5494      1            5494
furchtbaren               5495      1            5495
poncho                    5496      1            5496
ochsen                    5497      1            5497
bockshorn                 5498      1            5498
jagen                     5499      1            5499
gottlob                   5500      1            5500
gliederbau                5501      1            5501
verwildertem              5502      1            5502
aeußern                   5503      1            5503
grobes                    5504      1            5504
jägerwams                 5505      1            5505
büchse                    5506      1            5506
braunfuchs                5507      1            5507
wegreiten                 5508      1            5508
st                        5509      1            5509
louis                     5510      1            5510
gute                      5511      1            5511
freundlicher              5512      1            5512
behagen                   5513      1            5513
glänzten                  5514      1            5514
besuchsmäßig              5515      1            5515
fürlieb                   5516      1            5516
dank                      5517      1            5517
schuldig                  5518      1            5518
freunden                  5519      1            5519
verfinsterte              5520      1            5520
auflachte                 5521      1            5521
besorgen                  5522      1            5522
wiedersehen!              5523      1            5523
beugend                   5524      1            5524
sombrero                 5525      1            5525
schwenkung                5526      1            5526
flog                      5527      1            5527
aufwirbelnd               5528      1            5528
silber                    5529      1            5529
salzseestadt              5530      1            5530
zusammenzubringen         5531      1            5531
erzgänge                  5532      1            5532
ausbeuten                 5533      1            5533
heutige                   5534      1            5534
schönen                   5535      1            5535
ungestümes                5536      1            5536
leidenschaftliches        5537      1            5537
erregt                    5538      1            5538
wendepunkt                5539      1            5539
eingetreten               5540      1            5540
silbermine                5541      1            5541
beherrschenden            5542      1            5542
erwachte                  5543      1            5543
glich                     5544      1            5544
veränderlichen            5545      1            5545
knaben                    5546      1            5546
unbezwingbare             5547      1            5547
stolzem                   5548      1            5548
sinn                      5549      1            5549
starkem                   5550      1            5550
willen                    5551      1            5551
unternommen               5552      1            5552
erfolg                    5553      1            5553
gekrönt                   5554      1            5554
gelobte                   5555      1            5555
erringen                  5556      1            5556
feuriges                  5557      1            5557
streben                   5558      1            5558
erreichbar                5559      1            5559
besuchte                  5560      1            5560
gesehener                 5561      1            5561
gast                      5562      1            5562
ausschließlich            5563      1            5563
außenwelt                 5564      1            5564
gekümmert                 5565      1            5565
pionier                   5566      1            5566
reichtümer                5567      1            5567
gewonnen                  5568      1            5568
pfadfinder                5569      1            5569
pelzjäger                 5570      1            5570
silbergräber              5571      1            5571
landwirt                  5572      1            5572
bestehen                  5573      1            5573
spenden                   5574      1            5574
schwieg                   5575      1            5575
glückstrahlenden          5576      1            5576
einzug                    5577      1            5577
gewahrte                  5578      1            5578
holde                     5579      1            5579
gewinnen                  5580      1            5580
trachtete                 5581      1            5581
blieben                   5582      1            5582
sommerabend               5583      1            5583
herabreiten               5584      1            5584
begrüßen                  5585      1            5585
band                      5586      1            5586
zaun                      5587      1            5587
fußsteig                  5588      1            5588
ergreifend                5589      1            5589
bitten                    5590      1            5590
zurückkehre               5591      1            5591
freudigem                 5592      1            5592
erröten                   5593      1            5593
einwilligung              5594      1            5594
silberminen               5595      1            5595
glückt                    5596      1            5596
davor                     5597      1            5597
sinnes                    5598      1            5598
erheben                   5599      1            5599
barg                      5600      1            5600
starken                   5601      1            5601
gottlob!                 5602      1            5602
beglückt                  5603      1            5603
innigen                   5604      1            5604
scheiden                  5605      1            5605
bergschlucht              5606      1            5606
wohl!                     5607      1            5607
umarmung                  5608      1            5608
trabte                    5609      1            5609
versagen                  5610      1            5610
